alert_code,cse_code,asset_code,severity,category,title,description,created_time,acknowledged_time,closed_time,status,disposition,analyst
ALT-3105,CSE-07,ENG-WRK-07,HIGH,exploit-attempt,Buffer overflow probe targeting legacy PLC firmware,Packet structure matched signature for CVE-2023 remote execution attempt,2026-07-10T18:16:00+05:30,2026-07-10T18:31:00+05:30,2026-07-10T23:13:00+05:30,RESOLVED,Accounts locked - no compromise confirmed,P. Nair
ALT-3106,CSE-01,ENG-WRK-07,HIGH,brute-force,Multiple RDP failed logons on historian node,TCP traffic on port 22 showed 40+ failed auth attempts within 60s,2026-07-20T00:41:00+05:30,2026-07-20T00:57:00+05:30,2026-07-20T03:56:00+05:30,CLOSED,False positive - verified scheduled maintenance,A. Sharma
ALT-3107,CSE-05,PL-PLC-09,HIGH,brute-force,Repeated authentication failures on SCADA gateway,Burst of failed authentication handshakes targeting remote access console,2026-07-25T15:03:00+05:30,2026-07-25T15:27:00+05:30,2026-07-25T17:10:00+05:30,RESOLVED,Compromised host isolated and imaged,A. Sharma
ALT-3108,CSE-04,PL-PLC-09,CRITICAL,c2,Periodic outbound telemetry to unverified DNS domain,Persistent TLS session established to unclassified external endpoint,2026-08-01T09:38:00+05:30,2026-08-01T09:58:00+05:30,2026-08-01T15:38:00+05:30,RESOLVED,Compromised host isolated and imaged,P. Nair
ALT-3109,CSE-07,EN-SCADA-04,MEDIUM,port-scan,SYN sweep detected across substation network segment,Sequential low-byte TCP connections observed across multiple ports,2026-07-20T09:05:00+05:30,2026-07-20T09:30:00+05:30,,ACKNOWLEDGED,,P. Nair
ALT-3110,CSE-07,HIST-SRV-01,CRITICAL,brute-force,Repeated authentication failures on SCADA gateway,TCP traffic on port 22 showed 40+ failed auth attempts within 60s,2026-07-11T07:32:00+05:30,2026-07-11T07:50:00+05:30,2026-07-11T15:23:00+05:30,RESOLVED,Compromised host isolated and imaged,S. Verma
ALT-3111,CSE-07,,HIGH,sql-injection,Malformed query string on engineering portal,Time-delay SQL injection signature matched in asset query request,2026-07-14T05:58:00+05:30,2026-07-14T06:15:00+05:30,,ACKNOWLEDGED,,A. Sharma
ALT-3112,CSE-05,TR-OPS-03,HIGH,exploit-attempt,Exploit payload targeting known CVE on exposed service,Traffic contained a known exploit signature targeting unpatched software,2026-07-17T06:43:00+05:30,,,OPEN,,
ALT-3113,CSE-02,RTU-SUB-05,CRITICAL,c2,Encrypted reverse shell communication from maintenance workstation,Periodic low-volume outbound connections at fixed intervals,2026-08-06T02:24:00+05:30,2026-08-06T02:28:00+05:30,,ACKNOWLEDGED,,S. Verma
ALT-3114,CSE-01,GATEWAY-DMZ-01,MEDIUM,port-scan,SYN sweep detected across substation network segment,Sequential low-byte TCP connections observed across multiple ports,2026-08-03T18:55:00+05:30,2026-08-03T19:12:00+05:30,,ACKNOWLEDGED,,P. Nair
ALT-3115,CSE-07,TR-OPS-03,HIGH,brute-force,Repeated authentication failures on SCADA gateway,Burst of failed authentication handshakes targeting remote access console,2026-08-03T15:26:00+05:30,,,OPEN,,K. Rao
ALT-3116,CSE-01,GATEWAY-DMZ-01,CRITICAL,ddos,SYN flood exhausting SCADA telecontrol interface,High-bandwidth NTP/DNS reflection flood impacting telemetry transmission,2026-07-27T16:19:00+05:30,2026-07-27T16:32:00+05:30,,IN_PROGRESS,,
ALT-3117,CSE-03,ENG-WRK-02,CRITICAL,xss,Cross-site scripting vector identified in operator console,Reflected DOM manipulation attempt flagged in HTTP GET request,2026-07-10T17:46:00+05:30,2026-07-10T17:58:00+05:30,,IN_PROGRESS,,R. Iyer
ALT-3118,CSE-01,,CRITICAL,c2,Beaconing traffic to known suspicious external IP,Periodic low-volume outbound connections at fixed intervals,2026-08-04T12:41:00+05:30,,,OPEN,,
ALT-3119,CSE-03,RTU-SUB-01,HIGH,credential-stuffing,Automated credential replay attacking telemetry API,WAF detected bot-driven authentication cycling from rotating source IPs,2026-07-29T18:17:00+05:30,2026-07-29T18:32:00+05:30,2026-07-29T22:14:00+05:30,CLOSED,Confirmed reconnaissance - source blocked,
ALT-3120,CSE-03,EN-SCADA-01,HIGH,credential-stuffing,Automated credential replay attacking telemetry API,Coordinated brute-force replay utilizing breached username/password pairs,2026-07-18T18:21:00+05:30,2026-07-18T18:38:00+05:30,2026-07-19T01:55:00+05:30,CLOSED,Confirmed reconnaissance - source blocked,S. Verma
ALT-3121,CSE-04,,MEDIUM,port-scan,SYN sweep detected across substation network segment,Stealth FIN scan detected targeting SCADA network perimeter,2026-07-17T00:19:00+05:30,2026-07-17T00:37:00+05:30,,ACKNOWLEDGED,,K. Rao
ALT-3122,CSE-07,EN-SCADA-02,HIGH,sql-injection,Malformed query string on engineering portal,Union-based SELECT payload identified in user parameter field,2026-08-02T02:37:00+05:30,2026-08-02T02:44:00+05:30,2026-08-02T10:58:00+05:30,RESOLVED,Accounts locked - no compromise confirmed,P. Nair
ALT-3123,CSE-07,RTU-SUB-01,MEDIUM,xss,Stored XSS pattern detected in system event log comments,Reflected DOM manipulation attempt flagged in HTTP GET request,2026-07-12T04:56:00+05:30,,,OPEN,,
ALT-3124,CSE-07,EN-SCADA-01,HIGH,sql-injection,SQL syntax anomaly in historian web reporting interface,Union-based SELECT payload identified in user parameter field,2026-07-18T03:57:00+05:30,2026-07-18T04:20:00+05:30,,IN_PROGRESS,,P. Nair
ALT-3125,CSE-07,TR-OPS-03,CRITICAL,sql-injection,Malformed query string on engineering portal,Time-delay SQL injection signature matched in asset query request,2026-07-23T06:45:00+05:30,2026-07-23T07:05:00+05:30,,ACKNOWLEDGED,,K. Rao
ALT-3126,CSE-01,ENG-WRK-02,CRITICAL,c2,Encrypted reverse shell communication from maintenance workstation,Persistent TLS session established to unclassified external endpoint,2026-08-02T16:59:00+05:30,2026-08-02T17:08:00+05:30,2026-08-02T21:32:00+05:30,RESOLVED,Firewall rule applied - traffic suppressed,R. Iyer
ALT-3127,CSE-03,EN-SCADA-04,MEDIUM,port-scan,Distributed reconnaissance probing OT gateway,Stealth FIN scan detected targeting SCADA network perimeter,2026-07-16T16:46:00+05:30,,,OPEN,,
ALT-3128,CSE-02,ENG-WRK-02,CRITICAL,c2,Beaconing traffic to known suspicious external IP,Command-and-control beacon signature matched in egress traffic,2026-07-10T22:50:00+05:30,2026-07-10T23:09:00+05:30,2026-07-11T02:49:00+05:30,CLOSED,Source IP null-routed at edge firewall,P. Nair
ALT-3129,CSE-03,ENG-WRK-07,HIGH,sql-injection,Blind SQL injection heuristic triggered on API gateway,Time-delay SQL injection signature matched in asset query request,2026-07-18T05:53:00+05:30,,,OPEN,,
ALT-3130,CSE-05,,HIGH,credential-stuffing,Distributed account takeover attempts across operator accounts,Automated login attempts observed across multiple accounts,2026-07-30T21:12:00+05:30,2026-07-30T21:18:00+05:30,2026-07-31T02:47:00+05:30,RESOLVED,Accounts locked - no compromise confirmed,
ALT-3131,CSE-07,EN-SCADA-02,HIGH,credential-stuffing,Automated credential replay attacking telemetry API,Automated login attempts observed across multiple accounts,2026-07-20T13:55:00+05:30,2026-07-20T14:12:00+05:30,2026-07-20T18:20:00+05:30,CLOSED,Source IP null-routed at edge firewall,S. Verma
ALT-3132,CSE-07,GATEWAY-DMZ-01,HIGH,brute-force,Repeated authentication failures on SCADA gateway,Burst of failed authentication handshakes targeting remote access console,2026-07-17T17:17:00+05:30,2026-07-17T17:41:00+05:30,,ACKNOWLEDGED,,
ALT-3133,CSE-01,PL-PLC-09,HIGH,exploit-attempt,Buffer overflow probe targeting legacy PLC firmware,Packet structure matched signature for CVE-2023 remote execution attempt,2026-07-15T09:07:00+05:30,,,OPEN,,
ALT-3134,CSE-03,,CRITICAL,exploit-attempt,Buffer overflow probe targeting legacy PLC firmware,Traffic contained a known exploit signature targeting unpatched software,2026-08-01T03:47:00+05:30,2026-08-01T03:58:00+05:30,,IN_PROGRESS,,
ALT-3135,CSE-02,GATEWAY-DMZ-01,MEDIUM,port-scan,Distributed reconnaissance probing OT gateway,Sequential low-byte TCP connections observed across multiple ports,2026-07-21T23:22:00+05:30,2026-07-21T23:44:00+05:30,2026-07-22T02:54:00+05:30,RESOLVED,Compromised host isolated and imaged,A. Sharma
ALT-3136,CSE-04,,MEDIUM,ddos,Volumetric traffic spike against signalling gateway,High-bandwidth NTP/DNS reflection flood impacting telemetry transmission,2026-07-17T00:57:00+05:30,,,OPEN,,
ALT-3137,CSE-05,TR-OPS-03,HIGH,sql-injection,SQL syntax anomaly in historian web reporting interface,Time-delay SQL injection signature matched in asset query request,2026-07-15T18:59:00+05:30,,,OPEN,,P. Nair
ALT-3138,CSE-02,EN-SCADA-02,HIGH,port-scan,Distributed reconnaissance probing OT gateway,Half-open SYN packets rapidly received across 1-1024 port range,2026-07-14T21:31:00+05:30,2026-07-14T21:40:00+05:30,2026-07-14T22:50:00+05:30,RESOLVED,Accounts locked - no compromise confirmed,A. Sharma
ALT-3139,CSE-04,,CRITICAL,ddos,Volumetric traffic spike against signalling gateway,High-bandwidth NTP/DNS reflection flood impacting telemetry transmission,2026-07-25T05:15:00+05:30,,,OPEN,,
ALT-3140,CSE-07,GATEWAY-DMZ-01,CRITICAL,ddos,SYN flood exhausting SCADA telecontrol interface,High packet-per-second SYN burst causing connection pool exhaustion,2026-07-08T15:55:00+05:30,,,OPEN,,R. Iyer
ALT-3141,CSE-04,RTU-SUB-01,HIGH,brute-force,Multiple RDP failed logons on historian node,High rate of NTLM login failures originating from untrusted subnet,2026-07-20T14:13:00+05:30,,,OPEN,,
ALT-3142,CSE-02,GATEWAY-DMZ-01,CRITICAL,exploit-attempt,Buffer overflow probe targeting legacy PLC firmware,Packet structure matched signature for CVE-2023 remote execution attempt,2026-07-13T20:02:00+05:30,,,OPEN,,
ALT-3143,CSE-07,PL-PLC-09,LOW,c2,Periodic outbound telemetry to unverified DNS domain,Persistent TLS session established to unclassified external endpoint,2026-08-01T13:09:00+05:30,2026-08-01T13:26:00+05:30,2026-08-01T14:59:00+05:30,CLOSED,Confirmed reconnaissance - source blocked,A. Sharma
ALT-3144,CSE-07,TR-OPS-03,MEDIUM,sql-injection,Malformed query string on engineering portal,Time-delay SQL injection signature matched in asset query request,2026-07-28T11:44:00+05:30,2026-07-28T11:49:00+05:30,,IN_PROGRESS,,R. Iyer
ALT-3145,CSE-02,PL-PLC-12,HIGH,sql-injection,SQL syntax anomaly in historian web reporting interface,HTTP request to internal web portal contained SQL injection syntax,2026-07-11T23:40:00+05:30,,,OPEN,,
ALT-3146,CSE-03,PL-PLC-09,LOW,c2,Beaconing traffic to known suspicious external IP,Command-and-control beacon signature matched in egress traffic,2026-07-10T05:40:00+05:30,2026-07-10T05:51:00+05:30,2026-07-10T15:31:00+05:30,CLOSED,Source IP null-routed at edge firewall,A. Sharma
ALT-3147,CSE-05,,HIGH,credential-stuffing,Distributed account takeover attempts across operator accounts,WAF detected bot-driven authentication cycling from rotating source IPs,2026-08-01T15:07:00+05:30,2026-08-01T15:15:00+05:30,2026-08-01T17:33:00+05:30,CLOSED,Confirmed reconnaissance - source blocked,A. Sharma
ALT-3148,CSE-01,PL-PLC-12,HIGH,sql-injection,Malformed query string on engineering portal,HTTP request to internal web portal contained SQL injection syntax,2026-08-04T12:57:00+05:30,2026-08-04T13:05:00+05:30,2026-08-04T19:49:00+05:30,CLOSED,False positive - verified scheduled maintenance,A. Sharma
ALT-3149,CSE-07,,MEDIUM,port-scan,SYN sweep detected across substation network segment,Half-open SYN packets rapidly received across 1-1024 port range,2026-08-06T16:58:00+05:30,2026-08-06T17:12:00+05:30,,ACKNOWLEDGED,,P. Nair
ALT-3150,CSE-01,RTU-SUB-05,MEDIUM,c2,Encrypted reverse shell communication from maintenance workstation,Periodic low-volume outbound connections at fixed intervals,2026-07-11T08:19:00+05:30,2026-07-11T08:41:00+05:30,,IN_PROGRESS,,
ALT-3151,CSE-07,PL-PLC-12,HIGH,credential-stuffing,Automated credential replay attacking telemetry API,WAF detected bot-driven authentication cycling from rotating source IPs,2026-08-04T16:00:00+05:30,2026-08-04T16:15:00+05:30,,ACKNOWLEDGED,,A. Sharma
ALT-3152,CSE-03,,CRITICAL,c2,Encrypted reverse shell communication from maintenance workstation,Periodic low-volume outbound connections at fixed intervals,2026-07-11T15:55:00+05:30,2026-07-11T16:00:00+05:30,,IN_PROGRESS,,K. Rao
ALT-3153,CSE-01,,MEDIUM,port-scan,Sequential port scan against historian server,Half-open SYN packets rapidly received across 1-1024 port range,2026-07-23T07:32:00+05:30,2026-07-23T07:38:00+05:30,,IN_PROGRESS,,A. Sharma
ALT-3154,CSE-03,EN-SCADA-01,MEDIUM,port-scan,Sequential port scan against historian server,Half-open SYN packets rapidly received across 1-1024 port range,2026-07-12T21:56:00+05:30,,,OPEN,,
ALT-3155,CSE-03,,MEDIUM,port-scan,Distributed reconnaissance probing OT gateway,Stealth FIN scan detected targeting SCADA network perimeter,2026-07-20T23:15:00+05:30,2026-07-20T23:25:00+05:30,2026-07-21T01:41:00+05:30,CLOSED,Confirmed reconnaissance - source blocked,A. Sharma
ALT-3156,CSE-03,GATEWAY-DMZ-01,HIGH,sql-injection,Blind SQL injection heuristic triggered on API gateway,Time-delay SQL injection signature matched in asset query request,2026-08-01T07:59:00+05:30,2026-08-01T08:20:00+05:30,2026-08-01T15:36:00+05:30,CLOSED,Source IP null-routed at edge firewall,K. Rao
ALT-3157,CSE-02,RTU-SUB-05,HIGH,brute-force,Multiple RDP failed logons on historian node,TCP traffic on port 22 showed 40+ failed auth attempts within 60s,2026-08-07T01:29:00+05:30,2026-08-07T01:35:00+05:30,,ACKNOWLEDGED,,P. Nair
ALT-3158,CSE-05,RTU-SUB-05,HIGH,brute-force,Multiple RDP failed logons on historian node,TCP traffic on port 22 showed 40+ failed auth attempts within 60s,2026-08-04T20:06:00+05:30,2026-08-04T20:30:00+05:30,2026-08-05T04:39:00+05:30,RESOLVED,Accounts locked - no compromise confirmed,P. Nair
ALT-3159,CSE-03,,CRITICAL,ddos,SYN flood exhausting SCADA telecontrol interface,High-bandwidth NTP/DNS reflection flood impacting telemetry transmission,2026-07-18T13:07:00+05:30,2026-07-18T13:29:00+05:30,,IN_PROGRESS,,R. Iyer
ALT-3160,CSE-03,,LOW,credential-stuffing,High-volume login attempts using leaked credentials,WAF detected bot-driven authentication cycling from rotating source IPs,2026-07-19T01:26:00+05:30,,,OPEN,,R. Iyer
ALT-3161,CSE-01,HIST-SRV-01,LOW,exploit-attempt,Buffer overflow probe targeting legacy PLC firmware,Packet structure matched signature for CVE-2023 remote execution attempt,2026-07-31T06:52:00+05:30,2026-07-31T07:09:00+05:30,,ACKNOWLEDGED,,P. Nair
ALT-3162,CSE-05,TR-OPS-03,CRITICAL,c2,Beaconing traffic to known suspicious external IP,Persistent TLS session established to unclassified external endpoint,2026-07-08T11:12:00+05:30,2026-07-08T11:36:00+05:30,2026-07-08T21:04:00+05:30,RESOLVED,Compromised host isolated and imaged,S. Verma
ALT-3163,CSE-02,EN-SCADA-02,MEDIUM,exploit-attempt,Exploit payload targeting known CVE on exposed service,Traffic contained a known exploit signature targeting unpatched software,2026-07-24T20:10:00+05:30,2026-07-24T20:28:00+05:30,,ACKNOWLEDGED,,S. Verma
ALT-3164,CSE-01,,HIGH,exploit-attempt,Buffer overflow probe targeting legacy PLC firmware,Traffic contained a known exploit signature targeting unpatched software,2026-07-23T12:23:00+05:30,2026-07-23T12:42:00+05:30,,ACKNOWLEDGED,,R. Iyer
ALT-3165,CSE-03,HIST-SRV-01,HIGH,exploit-attempt,Exploit payload targeting known CVE on exposed service,Traffic contained a known exploit signature targeting unpatched software,2026-08-05T20:39:00+05:30,2026-08-05T20:53:00+05:30,2026-08-06T01:06:00+05:30,CLOSED,False positive - verified scheduled maintenance,
ALT-3166,CSE-05,EN-SCADA-02,CRITICAL,exploit-attempt,Exploit payload targeting known CVE on exposed service,Malicious byte sequence designed to trigger stack corruption detected,2026-07-08T09:41:00+05:30,2026-07-08T09:57:00+05:30,2026-07-08T16:02:00+05:30,CLOSED,False positive - verified scheduled maintenance,S. Verma
ALT-3167,CSE-01,EN-SCADA-01,MEDIUM,credential-stuffing,Distributed account takeover attempts across operator accounts,Coordinated brute-force replay utilizing breached username/password pairs,2026-07-08T12:55:00+05:30,,,OPEN,,
ALT-3168,CSE-02,EN-SCADA-04,HIGH,sql-injection,SQL syntax anomaly in historian web reporting interface,HTTP request to internal web portal contained SQL injection syntax,2026-07-15T05:14:00+05:30,2026-07-15T05:23:00+05:30,,IN_PROGRESS,,P. Nair
ALT-3169,CSE-04,ENG-WRK-07,CRITICAL,ddos,Volumetric traffic spike against signalling gateway,High-bandwidth NTP/DNS reflection flood impacting telemetry transmission,2026-07-20T09:35:00+05:30,,,OPEN,,
ALT-3170,CSE-07,,HIGH,sql-injection,Blind SQL injection heuristic triggered on API gateway,Union-based SELECT payload identified in user parameter field,2026-07-08T09:35:00+05:30,2026-07-08T09:59:00+05:30,,IN_PROGRESS,,A. Sharma
ALT-3171,CSE-01,PL-PLC-12,CRITICAL,ddos,SYN flood exhausting SCADA telecontrol interface,High packet-per-second SYN burst causing connection pool exhaustion,2026-07-23T05:01:00+05:30,,,OPEN,,A. Sharma
ALT-3172,CSE-04,RTU-SUB-05,MEDIUM,port-scan,Distributed reconnaissance probing OT gateway,Half-open SYN packets rapidly received across 1-1024 port range,2026-07-13T22:26:00+05:30,2026-07-13T22:40:00+05:30,,IN_PROGRESS,,K. Rao
ALT-3173,CSE-07,GATEWAY-DMZ-01,HIGH,sql-injection,Malformed query string on engineering portal,HTTP request to internal web portal contained SQL injection syntax,2026-07-13T21:00:00+05:30,2026-07-13T21:13:00+05:30,,ACKNOWLEDGED,,K. Rao
ALT-3174,CSE-01,RTU-SUB-01,HIGH,brute-force,SSH credential brute force against engineering server,High rate of NTLM login failures originating from untrusted subnet,2026-08-04T07:25:00+05:30,,,OPEN,,
ALT-3175,CSE-03,HIST-SRV-01,HIGH,exploit-attempt,Buffer overflow probe targeting legacy PLC firmware,Traffic contained a known exploit signature targeting unpatched software,2026-08-05T05:50:00+05:30,2026-08-05T06:15:00+05:30,,ACKNOWLEDGED,,K. Rao
ALT-3176,CSE-02,RTU-SUB-01,CRITICAL,ddos,SYN flood exhausting SCADA telecontrol interface,High-bandwidth NTP/DNS reflection flood impacting telemetry transmission,2026-07-19T09:25:00+05:30,2026-07-19T09:33:00+05:30,2026-07-19T18:15:00+05:30,RESOLVED,Compromised host isolated and imaged,R. Iyer
ALT-3177,CSE-07,PL-PLC-09,MEDIUM,xss,Suspicious script payload in web form submission,Web application firewall flagged embedded script tags in input fields,2026-07-14T03:45:00+05:30,2026-07-14T03:48:00+05:30,2026-07-14T09:10:00+05:30,RESOLVED,Accounts locked - no compromise confirmed,A. Sharma
